101
81
T [GeV]		muB [GeV]		G [1]
0.192000		0.070000		0.110388
0.193000		0.070000		0.108618
0.194000		0.070000		0.106895
0.195000		0.070000		0.105217
0.196000		0.070000		0.103583
0.197000		0.070000		0.101991
0.198000		0.070000		0.100440
0.199000		0.070000		0.098928
0.200000		0.070000		0.097455
0.100000		0.080000		1.071726
0.101000		0.080000		1.043711
0.102000		0.080000		1.016352
0.103000		0.080000		0.989641
0.104000		0.080000		0.963569
0.105000		0.080000		0.938130
0.106000		0.080000		0.913313
0.107000		0.080000		0.889109
0.108000		0.080000		0.865511
0.109000		0.080000		0.842508
0.110000		0.080000		0.820092
0.111000		0.080000		0.798251
0.112000		0.080000		0.776978
0.113000		0.080000		0.756262
0.114000		0.080000		0.736092
0.115000		0.080000		0.716459
0.116000		0.080000		0.697353
0.117000		0.080000		0.678764
0.118000		0.080000		0.660681
0.119000		0.080000		0.643094
0.120000		0.080000		0.625993
0.121000		0.080000		0.609367
0.122000		0.080000		0.593206
0.123000		0.080000		0.577501
0.124000		0.080000		0.562239
0.125000		0.080000		0.547413
0.126000		0.080000		0.533010
0.127000		0.080000		0.519022
0.128000		0.080000		0.505438
0.129000		0.080000		0.492248
0.130000		0.080000		0.479442
0.131000		0.080000		0.467012
0.132000		0.080000		0.454946
0.133000		0.080000		0.443236
0.134000		0.080000		0.431872
0.135000		0.080000		0.420845
0.136000		0.080000		0.410146
0.137000		0.080000		0.399766
0.138000		0.080000		0.389696
0.139000		0.080000		0.379928
0.140000		0.080000		0.370452
0.141000		0.080000		0.361261
0.142000		0.080000		0.352347
0.143000		0.080000		0.343701
0.144000		0.080000		0.335315
0.145000		0.080000		0.327183
0.146000		0.080000		0.319296
0.147000		0.080000		0.311647
0.148000		0.080000		0.304229
0.149000		0.080000		0.297036
0.150000		0.080000		0.290059
0.151000		0.080000		0.283293
0.152000		0.080000		0.276731
0.153000		0.080000		0.270366
0.154000		0.080000		0.264194
0.155000		0.080000		0.258206
0.156000		0.080000		0.252399
0.157000		0.080000		0.246766
0.158000		0.080000		0.241301
0.159000		0.080000		0.236000
0.160000		0.080000		0.230857
0.161000		0.080000		0.225867
0.162000		0.080000		0.221025
0.163000		0.080000		0.216327
0.164000		0.080000		0.211767
0.165000		0.080000		0.207343
0.166000		0.080000		0.203048
0.167000		0.080000		0.198879
0.168000		0.080000		0.194832
0.169000		0.080000		0.190902
0.170000		0.080000		0.187087
0.171000		0.080000		0.183383
0.172000		0.080000		0.179785
0.173000		0.080000		0.176291
0.174000		0.080000		0.172897
0.175000		0.080000		0.169599
0.176000		0.080000		0.166396
0.177000		0.080000		0.163283
0.178000		0.080000		0.160257
0.179000		0.080000		0.157317
0.180000		0.080000		0.154459
0.181000		0.080000		0.151681
0.182000		0.080000		0.148979
0.183000		0.080000		0.146352
0.184000		0.080000		0.143797
0.185000		0.080000		0.141312
0.186000		0.080000		0.138895
0.187000		0.080000		0.136543
0.188000		0.080000		0.134254
0.189000		0.080000		0.132027
0.190000		0.080000		0.129859
0.191000		0.080000		0.127749
0.192000		0.080000		0.125694
0.193000		0.080000		0.123694
0.194000		0.080000		0.121745
0.195000		0.080000		0.119848
0.196000		0.080000		0.117999
0.197000		0.080000		0.116198
0.198000		0.080000		0.114443
0.199000		0.080000		0.112732
0.200000		0.080000		0.111065
0.100000		0.090000		1.159441
0.101000		0.090000		1.129985
0.102000		0.090000		1.101184
0.103000		0.090000		1.073032
0.104000		0.090000		1.045522
0.105000		0.090000		1.018647
0.106000		0.090000		0.992400
0.107000		0.090000		0.966774
0.108000		0.090000		0.941761
0.109000		0.090000		0.917352
0.110000		0.090000		0.893540
0.111000		0.090000		0.870315
0.112000		0.090000		0.847670
0.113000		0.090000		0.825595
0.114000		0.090000		0.804081
0.115000		0.090000		0.783119
