101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.141000		0.060000		25.916920
0.142000		0.060000		26.470743
0.143000		0.060000		27.033132
0.144000		0.060000		27.604227
0.145000		0.060000		28.184172
0.146000		0.060000		28.773110
0.147000		0.060000		29.371187
0.148000		0.060000		29.978548
0.149000		0.060000		30.595338
0.150000		0.060000		31.221705
0.151000		0.060000		31.857795
0.152000		0.060000		32.503755
0.153000		0.060000		33.159731
0.154000		0.060000		33.825869
0.155000		0.060000		34.502316
0.156000		0.060000		35.189215
0.157000		0.060000		35.886713
0.158000		0.060000		36.594951
0.159000		0.060000		37.314074
0.160000		0.060000		38.044221
0.161000		0.060000		38.785533
0.162000		0.060000		39.538148
0.163000		0.060000		40.302203
0.164000		0.060000		41.077834
0.165000		0.060000		41.865174
0.166000		0.060000		42.664353
0.167000		0.060000		43.475502
0.168000		0.060000		44.298748
0.169000		0.060000		45.134215
0.170000		0.060000		45.982026
0.171000		0.060000		46.842302
0.172000		0.060000		47.715159
0.173000		0.060000		48.600712
0.174000		0.060000		49.499075
0.175000		0.060000		50.410355
0.176000		0.060000		51.334659
0.177000		0.060000		52.272091
0.178000		0.060000		53.222752
0.179000		0.060000		54.186738
0.180000		0.060000		55.164144
0.181000		0.060000		56.155061
0.182000		0.060000		57.159576
0.183000		0.060000		58.177773
0.184000		0.060000		59.209735
0.185000		0.060000		60.255538
0.186000		0.060000		61.315257
0.187000		0.060000		62.388962
0.188000		0.060000		63.476720
0.189000		0.060000		64.578596
0.190000		0.060000		65.694648
0.191000		0.060000		66.824934
0.192000		0.060000		67.969506
0.193000		0.060000		69.128414
0.194000		0.060000		70.301702
0.195000		0.060000		71.489413
0.196000		0.060000		72.691585
0.197000		0.060000		73.908252
0.198000		0.060000		75.139445
0.199000		0.060000		76.385192
0.200000		0.060000		77.645515
0.100000		0.070000		9.159094
0.101000		0.070000		9.447679
0.102000		0.070000		9.741763
0.103000		0.070000		10.041350
0.104000		0.070000		10.346448
0.105000		0.070000		10.657067
0.106000		0.070000		10.973220
0.107000		0.070000		11.294925
0.108000		0.070000		11.622203
0.109000		0.070000		11.955076
0.110000		0.070000		12.293574
0.111000		0.070000		12.637726
0.112000		0.070000		12.987569
0.113000		0.070000		13.343142
0.114000		0.070000		13.704488
0.115000		0.070000		14.071654
0.116000		0.070000		14.444691
0.117000		0.070000		14.823656
0.118000		0.070000		15.208607
0.119000		0.070000		15.599609
0.120000		0.070000		15.996729
0.121000		0.070000		16.400040
