101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.166000		0.060000		2.027173
0.167000		0.060000		2.114977
0.168000		0.060000		2.205708
0.169000		0.060000		2.299433
0.170000		0.060000		2.396217
0.171000		0.060000		2.496126
0.172000		0.060000		2.599228
0.173000		0.060000		2.705591
0.174000		0.060000		2.815281
0.175000		0.060000		2.928367
0.176000		0.060000		3.044919
0.177000		0.060000		3.165005
0.178000		0.060000		3.288695
0.179000		0.060000		3.416058
0.180000		0.060000		3.547166
0.181000		0.060000		3.682088
0.182000		0.060000		3.820895
0.183000		0.060000		3.963659
0.184000		0.060000		4.110450
0.185000		0.060000		4.261341
0.186000		0.060000		4.416404
0.187000		0.060000		4.575710
0.188000		0.060000		4.739331
0.189000		0.060000		4.907340
0.190000		0.060000		5.079810
0.191000		0.060000		5.256812
0.192000		0.060000		5.438421
0.193000		0.060000		5.624708
0.194000		0.060000		5.815747
0.195000		0.060000		6.011609
0.196000		0.060000		6.212370
0.197000		0.060000		6.418100
0.198000		0.060000		6.628873
0.199000		0.060000		6.844763
0.200000		0.060000		7.065841
0.100000		0.070000		0.032621
0.101000		0.070000		0.035872
0.102000		0.070000		0.039384
0.103000		0.070000		0.043172
0.104000		0.070000		0.047254
0.105000		0.070000		0.051645
0.106000		0.070000		0.056364
0.107000		0.070000		0.061430
0.108000		0.070000		0.066860
0.109000		0.070000		0.072674
0.110000		0.070000		0.078894
0.111000		0.070000		0.085540
0.112000		0.070000		0.092633
0.113000		0.070000		0.100196
0.114000		0.070000		0.108253
0.115000		0.070000		0.116826
0.116000		0.070000		0.125942
0.117000		0.070000		0.135624
0.118000		0.070000		0.145900
0.119000		0.070000		0.156795
0.120000		0.070000		0.168338
0.121000		0.070000		0.180557
0.122000		0.070000		0.193482
0.123000		0.070000		0.207142
0.124000		0.070000		0.221568
0.125000		0.070000		0.236791
0.126000		0.070000		0.252845
0.127000		0.070000		0.269761
0.128000		0.070000		0.287576
0.129000		0.070000		0.306322
0.130000		0.070000		0.326036
0.131000		0.070000		0.346755
0.132000		0.070000		0.368515
0.133000		0.070000		0.391355
0.134000		0.070000		0.415314
0.135000		0.070000		0.440432
0.136000		0.070000		0.466750
0.137000		0.070000		0.494309
0.138000		0.070000		0.523151
0.139000		0.070000		0.553320
0.140000		0.070000		0.584860
0.141000		0.070000		0.617816
0.142000		0.070000		0.652234
0.143000		0.070000		0.688160
0.144000		0.070000		0.725641
0.145000		0.070000		0.764727
0.146000		0.070000		0.805465
0.147000		0.070000		0.847906
0.148000		0.070000		0.892101
0.149000		0.070000		0.938101
0.150000		0.070000		0.985959
0.151000		0.070000		1.035726
0.152000		0.070000		1.087458
0.153000		0.070000		1.141210
0.154000		0.070000		1.197035
0.155000		0.070000		1.254991
0.156000		0.070000		1.315134
0.157000		0.070000		1.377522
0.158000		0.070000		1.442213
0.159000		0.070000		1.509267
0.160000		0.070000		1.578742
0.161000		0.070000		1.650700
0.162000		0.070000		1.725200
0.163000		0.070000		1.802306
0.164000		0.070000		1.882079
0.165000		0.070000		1.964582
0.166000		0.070000		2.049878
0.167000		0.070000		2.138032
0.168000		0.070000		2.229109
0.169000		0.070000		2.323173
0.170000		0.070000		2.420290
0.171000		0.070000		2.520526
0.172000		0.070000		2.623949
0.173000		0.070000		2.730625
0.174000		0.070000		2.840622
0.175000		0.070000		2.954008
0.176000		0.070000		3.070852
0.177000		0.070000		3.191222
0.178000		0.070000		3.315188
0.179000		0.070000		3.442820
0.180000		0.070000		3.574187
0.181000		0.070000		3.709360
0.182000		0.070000		3.848410
0.183000		0.070000		3.991407
0.184000		0.070000		4.138423
0.185000		0.070000		4.289528
0.186000		0.070000		4.444796
0.187000		0.070000		4.604297
0.188000		0.070000		4.768104
0.189000		0.070000		4.936288
0.190000		0.070000		5.108923
0.191000		0.070000		5.286080
0.192000		0.070000		5.467832
0.193000		0.070000		5.654252
0.194000		0.070000		5.845413
0.195000		0.070000		6.041387
0.196000		0.070000		6.242247
0.197000		0.070000		6.448066
0.198000		0.070000		6.658917
0.199000		0.070000		6.874872
0.200000		0.070000		7.096004
0.100000		0.080000		0.034653
0.101000		0.080000		0.038059
0.102000		0.080000		0.041735
0.103000		0.080000		0.045695
0.104000		0.080000		0.049956
0.105000		0.080000		0.054536
0.106000		0.080000		0.059452
0.107000		0.080000		0.064723
0.108000		0.080000		0.070368
0.109000		0.080000		0.076405
0.110000		0.080000		0.082857
0.111000		0.080000		0.089743
0.112000		0.080000		0.097086
0.113000		0.080000		0.104908
0.114000		0.080000		0.113232
0.115000		0.080000		0.122082
0.116000		0.080000		0.131482
0.117000		0.080000		0.141458
0.118000		0.080000		0.152036
0.119000		0.080000		0.163242
0.120000		0.080000		0.175104
0.121000		0.080000		0.187651
0.122000		0.080000		0.200910
0.123000		0.080000		0.214914
0.124000		0.080000		0.229690
0.125000		0.080000		0.245272
0.126000		0.080000		0.261692
0.127000		0.080000		0.278982
0.128000		0.080000		0.297176
0.129000		0.080000		0.316309
0.130000		0.080000		0.336416
0.131000		0.080000		0.357533
0.132000		0.080000		0.379698
0.133000		0.080000		0.402949
0.134000		0.080000		0.427324
0.135000		0.080000		0.452863
0.136000		0.080000		0.479606
0.137000		0.080000		0.507595
0.138000		0.080000		0.536871
0.139000		0.080000		0.567478
0.140000		0.080000		0.599459
0.141000		0.080000		0.632859
0.142000		0.080000		0.667723
0.143000		0.080000		0.704098
0.144000		0.080000		0.742030
0.145000		0.080000		0.781568
0.146000		0.080000		0.822760
0.147000		0.080000		0.865656
0.148000		0.080000		0.910307
0.149000		0.080000		0.956762
0.150000		0.080000		1.005075
0.151000		0.080000		1.055298
0.152000		0.080000		1.107484
0.153000		0.080000		1.161688
0.154000		0.080000		1.217965
0.155000		0.080000		1.276370
0.156000		0.080000		1.336961
0.157000		0.080000		1.399793
0.158000		0.080000		1.464926
0.159000		0.080000		1.532418
0.160000		0.080000		1.602328
0.161000		0.080000		1.674716
0.162000		0.080000		1.749644
0.163000		0.080000		1.827171
0.164000		0.080000		1.907361
0.165000		0.080000		1.990275
0.166000		0.080000		2.075978
0.167000		0.080000		2.164532
0.168000		0.080000		2.256002
0.169000		0.080000		2.350454
0.170000		0.080000		2.447951
0.171000		0.080000		2.548561
0.172000		0.080000		2.652350
0.173000		0.080000		2.759384
0.174000		0.080000		2.869731
0.175000		0.080000		2.983459
0.176000		0.080000		3.100637
0.177000		0.080000		3.221332
0.178000		0.080000		3.345614
0.179000		0.080000		3.473552
0.180000		0.080000		3.605216
0.181000		0.080000		3.740676
0.182000		0.080000		3.880003
0.183000		0.080000		4.023267
0.184000		0.080000		4.170539
0.185000		0.080000		4.321890
