101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.198000		0.070000		188.920663
0.199000		0.070000		192.626403
0.200000		0.070000		196.392004
0.100000		0.080000		29.477482
0.101000		0.080000		29.933983
0.102000		0.080000		30.399527
0.103000		0.080000		30.874481
0.104000		0.080000		31.359218
0.105000		0.080000		31.854114
0.106000		0.080000		32.359552
0.107000		0.080000		32.875918
0.108000		0.080000		33.403605
0.109000		0.080000		33.943010
0.110000		0.080000		34.494535
0.111000		0.080000		35.058588
0.112000		0.080000		35.635582
0.113000		0.080000		36.225936
0.114000		0.080000		36.830074
0.115000		0.080000		37.448425
0.116000		0.080000		38.081425
0.117000		0.080000		38.729515
0.118000		0.080000		39.393140
0.119000		0.080000		40.072753
0.120000		0.080000		40.768812
0.121000		0.080000		41.481780
0.122000		0.080000		42.212125
0.123000		0.080000		42.960322
0.124000		0.080000		43.726852
0.125000		0.080000		44.512199
0.126000		0.080000		45.316854
0.127000		0.080000		46.141315
0.128000		0.080000		46.986082
0.129000		0.080000		47.851663
0.130000		0.080000		48.738569
0.131000		0.080000		49.647319
0.132000		0.080000		50.578434
0.133000		0.080000		51.532442
0.134000		0.080000		52.509874
0.135000		0.080000		53.511268
0.136000		0.080000		54.537163
0.137000		0.080000		55.588107
0.138000		0.080000		56.664649
0.139000		0.080000		57.767342
0.140000		0.080000		58.896745
0.141000		0.080000		60.053419
0.142000		0.080000		61.237931
0.143000		0.080000		62.450848
0.144000		0.080000		63.692744
0.145000		0.080000		64.964193
0.146000		0.080000		66.265774
0.147000		0.080000		67.598068
0.148000		0.080000		68.961658
0.149000		0.080000		70.357131
0.150000		0.080000		71.785075
0.151000		0.080000		73.246080
0.152000		0.080000		74.740738
0.153000		0.080000		76.269642
0.154000		0.080000		77.833389
0.155000		0.080000		79.432572
0.156000		0.080000		81.067790
0.157000		0.080000		82.739641
0.158000		0.080000		84.448722
0.159000		0.080000		86.195632
0.160000		0.080000		87.980969
0.161000		0.080000		89.805332
0.162000		0.080000		91.669320
0.163000		0.080000		93.573528
0.164000		0.080000		95.518555
0.165000		0.080000		97.504995
0.166000		0.080000		99.533444
0.167000		0.080000		101.604494
0.168000		0.080000		103.718735
0.169000		0.080000		105.876759
0.170000		0.080000		108.079151
0.171000		0.080000		110.326498
0.172000		0.080000		112.619380
0.173000		0.080000		114.958379
0.174000		0.080000		117.344070
0.175000		0.080000		119.777028
0.176000		0.080000		122.257823
0.177000		0.080000		124.787022
0.178000		0.080000		127.365187
0.179000		0.080000		129.992878
0.180000		0.080000		132.670650
0.181000		0.080000		135.399053
0.182000		0.080000		138.178635
0.183000		0.080000		141.009937
0.184000		0.080000		143.893495
0.185000		0.080000		146.829841
0.186000		0.080000		149.819503
0.187000		0.080000		152.863001
0.188000		0.080000		155.960852
0.189000		0.080000		159.113565
0.190000		0.080000		162.321646
0.191000		0.080000		165.585593
0.192000		0.080000		168.905898
0.193000		0.080000		172.283048
0.194000		0.080000		175.717523
0.195000		0.080000		179.209796
0.196000		0.080000		182.760334
0.197000		0.080000		186.369597
0.198000		0.080000		190.038039
0.199000		0.080000		193.766106
0.200000		0.080000		197.554236
0.100000		0.090000		29.508124
0.101000		0.090000		29.966900
0.102000		0.090000		30.434841
0.103000		0.090000		30.912316
0.104000		0.090000		31.399704
0.105000		0.090000		31.897383
0.106000		0.090000		32.405742
0.107000		0.090000		32.925169
0.108000		0.090000		33.456061
