   13212  2  0.350          3122     111       0       0       0
   13112  Sigma(-)1660          1.66000   0.06000  2  1 -1  0  0  3 -1  4
   13112  2  0.300          2112    -321       0       0       0
   13112  2  0.175          3112     111       0       0       0
   13112  2  0.175          3212    -211       0       0       0
   13112  2  0.350          3122    -211       0       0       0
   33122  Lambda1670             1.67000   0.03500  2  1 -1  0  0  1  0  6
   33122  2  0.100          2212    -321       0       0       0
   33122  2  0.100          2112    -311       0       0       0
   33122  2  0.167          3222    -211       0       0       0
   33122  2  0.166          3212     111       0       0       0
   33122  2  0.167          3112     211       0       0       0
   33122  2  0.300          3122     221       0       0       0
   13224  Sigma(+)1670          1.67000   0.06000  4  1 -1  0  0  3  1  4
   13224  2  0.150          2212    -311       0       0       0
   13224  2  0.350          3222     111       0       0       0
   13224  2  0.350          3212     211       0       0       0
   13224  2  0.150          3122     211       0       0       0
   13214  Sigma(0)1670          1.67000   0.06000  4  1 -1  0  0  3  0  5
   13214  2  0.075          2212    -321       0       0       0
   13214  2  0.075          2112    -311       0       0       0
   13214  2  0.350          3222    -211       0       0       0
   13214  2  0.350          3112     211       0       0       0
   13214  2  0.150          3122     111       0       0       0    
   13114  Sigma(-)1670          1.67000   0.06000  4  1 -1  0  0  3 -1  4
   13114  2  0.150          2112    -321       0       0       0
   13114  2  0.350          3112     111       0       0       0
   13114  2  0.350          3212    -211       0       0       0
   13114  2  0.150          3122    -211       0       0       0
    3334  Omega                   1.67200   0.00000  4  1 -3  0  0  1 -1  1 
    3334  1  1.000          3334       0       0       0       0      
    2222  Delta1620(++)         1.67500   0.16000  2  1  0  0  0  4  2  5
    2222  2  0.150          2212     211       0       0       0
    2222 -2  0.050          2212     213       0       0       0
    2222  2  0.390          2224     111       0       0       0
    2222  2  0.260          2214     211       0       0       0
    2222  2  0.150         12212     211       0       0       0
    2122  Delta1620(+)          1.67500   0.16000  2  1  0  0  0  4  1  9
    2122  2  0.100          2212     111       0       0       0
    2122  2  0.050          2112     211       0       0       0
    2122 -2  0.033          2212     113       0       0       0
    2122 -2  0.017          2112     213       0       0       0
    2122  2  0.260          2224    -211       0       0       0
    2122  2  0.043          2214     111       0       0       0
    2122  2  0.347          2114     211       0       0       0
    2122  2  0.100         12212     111       0       0       0
    2122  2  0.050         12112     211       0       0       0
    1212  Delta1620(0)          1.67500   0.16000  2  1  0  0  0  4  0  9
    1212  2  0.100          2112     111       0       0       0
    1212  2  0.050          2212    -211       0       0       0
    1212 -2  0.033          2112     113       0       0       0
    1212 -2  0.017          2212    -213       0       0       0
    1212  2  0.260          1114     211       0       0       0
    1212  2  0.043          2114     111       0       0       0
    1212  2  0.347          2214    -211       0       0       0
    1212  2  0.100         12112     111       0       0       0
    1212  2  0.050         12212    -211       0       0       0
    1112  Delta1620(-)          1.67500   0.16000  2  1  0  0  0  4 -1  5
    1112  2  0.150          2112    -211       0       0       0
    1112 -2  0.050          2112    -213       0       0       0
    1112  2  0.390          1114     111       0       0       0
    1112  2  0.260          2114    -211       0       0       0
    1112  2  0.150         12112    -211       0       0       0
    2216  p-1675                  1.67500   0.14000  6  1  0  0  0  2  1  7
    2216  2  0.267          2112     211       0       0       0
    2216  2  0.133          2212     111       0       0       0
    2216  2  0.275          2224    -211       0       0       0
    2216  2  0.183          2214     111       0       0       0
    2216  2  0.092          2114     211       0       0       0
    2216  2  0.033         12112     211       0       0       0
    2216  2  0.017         12212     111       0       0       0
    2116  n-1675                  1.67500   0.14000  6  1  0  0  0  2  0  7
